Site,spec_code,site_code,trap_type,spec_no,spec_notes,class,order,fam,genus,specie,fun_group,month,start_date,end_date,lat,long,elevation_m,county
Eiber School Community Garden,EIB-V-112,EIB,vane,112,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-113,EIB,vane,113,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-114,EIB,vane,114,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-115,EIB,vane,115,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-116,EIB,vane,116,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-117,EIB,vane,117,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-118,EIB,vane,118,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-119,EIB,vane,119,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-120,EIB,vane,120,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-121,EIB,vane,121,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-122,EIB,vane,122,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-123,EIB,vane,123,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-124,EIB,vane,124,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-125,EIB,vane,125,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-126,EIB,vane,126,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-127,EIB,vane,127,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-128,EIB,vane,128,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-129,EIB,vane,129,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-130,EIB,vane,130,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-131,EIB,vane,131,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-132,EIB,vane,132,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-133,EIB,vane,133,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-134,EIB,vane,134,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-135,EIB,vane,135,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-136,EIB,vane,136,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-137,EIB,vane,137,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-138,EIB,vane,138,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-139,EIB,vane,139,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-140,EIB,vane,140,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-141,EIB,vane,141,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-142,EIB,vane,142,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-143,EIB,vane,143,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-144,EIB,vane,144,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-145,EIB,vane,145,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-146,EIB,vane,146,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-147,EIB,vane,147,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-148,EIB,vane,148,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-149,EIB,vane,149,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-150,EIB,vane,150,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-151,EIB,vane,151,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-152,EIB,vane,152,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-153,EIB,vane,153,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-154,EIB,vane,154,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-155,EIB,vane,155,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-156,EIB,vane,156,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-157,EIB,vane,157,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-158,EIB,vane,158,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-159,EIB,vane,159,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-160,EIB,vane,160,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-161,EIB,vane,161,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-162,EIB,vane,162,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-163,EIB,vane,163,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-164,EIB,vane,164,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-165,EIB,vane,165,longhorn bee,Insecta,Hymenoptera,Apidae,,,Pollinator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-166,EIB,vane,166,bumblebee,Insecta,Hymenoptera,Apidae,Bombus,,Pollinator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-167,EIB,vane,167,longhorn bee,Insecta,Hymenoptera,Apidae,,,Pollinator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-168,EIB,vane,168,longhorn bee,Insecta,Hymenoptera,Apidae,,,Pollinator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-169,EIB,vane,169,honeybee,Insecta,Hymenoptera,Apidae,Apis,mellifera,Pollinator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-170,EIB,vane,170,m. bimaculatus,Insecta,Hymenoptera,Apidae,Melissodes,bimaculatus,Pollinator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-171,EIB,vane,171,longhorn bee,Insecta,Hymenoptera,Apidae,,,Pollinator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-172,EIB,vane,172,longhorn bee,Insecta,Hymenoptera,Apidae,,,Pollinator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-173,EIB,vane,173,bee,Insecta,Hymenoptera,,,,Pollinator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-174,EIB,vane,174,bee,Insecta,Hymenoptera,,,,Pollinator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-175,EIB,vane,175,bumble flower beetle,Insecta,Coleoptera,Scarabaeidae,Euphoria,inda,Detritivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-176,EIB,vane,176,japanese beetle,Insecta,Coleoptera,Scarabaeidae,Popillia,japonica,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-177,EIB,vane,177,japanese beetle,Insecta,Coleoptera,Scarabaeidae,Popillia,japonica,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-178,EIB,vane,178,japanese beetle,Insecta,Coleoptera,Scarabaeidae,Popillia,japonica,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-179,EIB,vane,179,japanese beetle,Insecta,Coleoptera,Scarabaeidae,Popillia,japonica,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-180,EIB,vane,180,japanese beetle,Insecta,Coleoptera,Scarabaeidae,Popillia,japonica,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-181,EIB,vane,181,japanese beetle,Insecta,Coleoptera,Scarabaeidae,Popillia,japonica,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-182,EIB,vane,182,japanese beetle,Insecta,Coleoptera,Scarabaeidae,Popillia,japonica,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-183,EIB,vane,183,japanese beetle,Insecta,Coleoptera,Scarabaeidae,Popillia,japonica,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-184,EIB,vane,184,japanese beetle,Insecta,Coleoptera,Scarabaeidae,Popillia,japonica,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-185,EIB,vane,185,longhorn bee,Insecta,Hymenoptera,Apidae,,,Pollinator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-186,EIB,vane,186,beetle ,Insecta,Coleoptera,,,,,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-187,EIB,vane,187,small bee,Insecta,Hymenoptera,,,,Pollinator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-188,EIB,vane,188,muscid fly,Insecta,Diptera,,,,,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-189,EIB,vane,189,muscid fly,Insecta,Diptera,,,,,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-190,EIB,vane,190,muscid fly,Insecta,Diptera,,,,,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-191,EIB,vane,191,muscid fly,Insecta,Diptera,,,,,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-192,EIB,vane,192,muscid fly,Insecta,Diptera,,,,,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-193,EIB,vane,193,muscid fly,Insecta,Diptera,,,,,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-194,EIB,vane,194,muscid fly,Insecta,Diptera,,,,,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-195,EIB,vane,195,muscid fly,Insecta,Diptera,,,,,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-196,EIB,vane,196,muscid fly,Insecta,Diptera,,,,,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-197,EIB,vane,197,ant,Insecta,Hymenoptera,Formicidae,,,,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-198,EIB,vane,198,ant,Insecta,Hymenoptera,Formicidae,,,,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-199,EIB,vane,199,leaf hopper ,Insecta,Hemiptera,Cicadellidae,,,,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-200,EIB,vane,200,bark beetle,Insecta,Coleoptera,Curculionidae,Scolytus,,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-1,EIB,pitfall-1,1,spider,Arachnida,Araneae,,,,Predator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-2,EIB,pitfall-1,2,spider,Arachnida,Araneae,,,,Predator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-3,EIB,pitfall-1,3,spider,Arachnida,Araneae,,,,Predator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-4,EIB,pitfall-1,4,spider,Arachnida,Araneae,,,,Predator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-5,EIB,pitfall-1,5,spider,Arachnida,Araneae,,,,Predator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-6,EIB,pitfall-1,6,spider,Arachnida,Araneae,,,,Predator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-7,EIB,pitfall-1,7,spider,Arachnida,Araneae,,,,Predator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-8,EIB,pitfall-1,8,spider,Arachnida,Araneae,,,,Predator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-9,EIB,pitfall-1,9,harvestman,Arachnida,Opiliones,,,,Predator/Scavenger,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-10,EIB,pitfall-1,10,harvestman,Arachnida,Opiliones,,,,Predator/Scavenger,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-11,EIB,pitfall-1,11,muscid fly,Insecta,Diptera,Muscidae,,,,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-12,EIB,pitfall-1,12,leafhopper,Insecta,Hemiptera,Cicadellidae,Anascopus,serratulae,Herbivore,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-13,EIB,pitfall-1,13,beetle ,Insecta,Coleoptera,,,,,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-14,EIB,pitfall-2,14,ant,Insecta,Hymenoptera,Formicidae,,,,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-15,EIB,pitfall-2,15,spider,Arachnida,Araneae,,,,Predator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-16,EIB,pitfall-2,16,spider,Arachnida,Araneae,,,,Predator,July,15-07-2025,18-07-2025,39.7370155,-105.1062374,1691,Jefferson
Gables School and Community Garden,GABL-V-1,GABL,vane,1,pirate bug,Insecta,Hemiptera,Anthocoridae,Orius,,Predator,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-2,GABL,vane,2,tiny beetle ,Insecta,Coleoptera,,,,,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-3,GABL,vane,3,tiny beetle ,Insecta,Coleoptera,,,,,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-4,GABL,vane,4,pirate bug,Insecta,Hemiptera,Anthocoridae,Orius,,Predator,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-5,GABL,vane,5,pirate bug,Insecta,Hemiptera,Anthocoridae,Orius,,Predator,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-6,GABL,vane,6,pirate bug,Insecta,Hemiptera,Anthocoridae,Orius,,Predator,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-7,GABL,vane,7,pirate bug,Insecta,Hemiptera,Anthocoridae,Orius,,Predator,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-8,GABL,vane,8,pirate bug,Insecta,Hemiptera,Anthocoridae,Orius,,Predator,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-9,GABL,vane,9,tiny beetle ,Insecta,Coleoptera,,,,,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-10,GABL,vane,10,tiny mosquito ,Insecta,Diptera,Culicidae,,,Sanguivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-11,GABL,vane,11,winged ant,Insecta,Hymenoptera,Formicidae,,,,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-12,GABL,vane,12,tiny spider,Arachnida,Araneae,,,,Predator,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-13,GABL,vane,13,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-14,GABL,vane,14,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-15,GABL,vane,15,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-16,GABL,vane,16,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-17,GABL,vane,17,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-18,GABL,vane,18,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-19,GABL,vane,19,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-20,GABL,vane,20,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-21,GABL,vane,21,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-22,GABL,vane,22,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-23,GABL,vane,23,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-24,GABL,vane,24,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-25,GABL,vane,25,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-26,GABL,vane,26,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-27,GABL,vane,27,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-28,GABL,vane,28,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-29,GABL,vane,29,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-30,GABL,vane,30,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-31,GABL,vane,31,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-32,GABL,vane,32,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-33,GABL,vane,33,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-34,GABL,vane,34,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-35,GABL,vane,35,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-36,GABL,vane,36,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-37,GABL,vane,37,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-38,GABL,vane,38,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-39,GABL,vane,39,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-40,GABL,vane,40,thrips ,Insecta,Thysanoptera,,,,Herbivore,July,15-07-2025,18-07-2025,39.67926421,-105.0937713,1700,Jefferson
