"site_code","month","n.det","n.herb","n.omn","n.pol","n.pred","n.NA","Site","Area_m2","Plots","Lat","Long","estYear","WealthIndex","PovertyIndex","DiversityIndex","MedNetWorth","MedHomeVal","VacantHU","RenterHU","tcc_200m","imp_200m","tcc_500m","tcc_1000m","imp_500m","CWD_m2","wood_m2","FWD_m2","logs","bareground_m2","floral_area_m2","dev_high_500m","dev_low_500m","wetland_500m","water_500m","dev_high_1000m","dev_low_1000m","water_1000m","wetland_1000m","shrub_grass_1000m","gbif.rich","gbif.shannon","gbif.simpson","inat.rich","inat.shannon","inat.simpson","floral.obs","delta_mass","delta_seeds","delta_length","delta_width","delta_volume","delta_cylindrical","delta_seed_mass_ratio","delta_no","n.obs","bee.rich","bee.shannon","bee.simpson"
"SAB","July",1,11,9,38,54,5,"Sabin School Garden",887,27,39.6597862,-105.0462203,2017,135,21,82.3,610527,568824,28,92,11.3021582733813,43.589928057554,14.7436781609195,14.7429557216791,45.3264367816092,0,488.9025,0,0,0,93.095,0.335632183908046,0.664367816091954,0,0,0.360839562967223,0.609545715928695,0.000575043128234618,0.0221391604370328,0.00690051753881541,164.766964285714,99.5485301379031,60.7024952015355,54,43.7241676552235,35.3020408163266,93,-7.52824999999999,13.75,-0.499999999999986,1.065,0,0.25,0.0612890111138728,0,118,8,3.4389757794239,2.18126888217523
"SAB","June",4,4,31,0,2,13,"Sabin School Garden",887,27,39.6597862,-105.0462203,2017,135,21,82.3,610527,568824,28,92,11.3021582733813,43.589928057554,14.7436781609195,14.7429557216791,45.3264367816092,0,488.9025,0,0,0,93.095,0.335632183908046,0.664367816091954,0,0,0.360839562967223,0.609545715928695,0.000575043128234618,0.0221391604370328,0.00690051753881541,164.766964285714,99.5485301379031,60.7024952015355,54,43.7241676552235,35.3020408163266,93,-7.52824999999999,13.75,-0.499999999999986,1.065,0,0.25,0.0612890111138728,0,54,NA,NA,NA
"SAM","August",15,14,1,48,20,8,"Samuels School Community Garden",1642,55,39.6434894,-104.8925304,2012,157,75,62,619500,642653,1,112,12.5467625899281,42.6618705035971,16.223623853211,14.0546133946536,38.5045871559633,15.815,135.9875,0.51,0,0,330.368,0.201834862385321,0.798165137614679,0,0,0.433457890198333,0.566542109801667,0,0,0,52.1245421245421,47.8681330040866,33.6818181818182,102,75.0491233870329,52.1604938271605,195,-9.38000000000001,2.25,-0.952500000000001,-5.38250000000001,-7.5,-0.25,0.196806410449291,0,106,11,4.89005604589404,3.29142857142857
"SAM","July",6,107,7,16,22,12,"Samuels School Community Garden",1642,55,39.6434894,-104.8925304,2012,157,75,62,619500,642653,1,112,12.5467625899281,42.6618705035971,16.223623853211,14.0546133946536,38.5045871559633,15.815,135.9875,0.51,0,0,330.368,0.201834862385321,0.798165137614679,0,0,0.433457890198333,0.566542109801667,0,0,0,52.1245421245421,47.8681330040866,33.6818181818182,102,75.0491233870329,52.1604938271605,195,-9.38000000000001,2.25,-0.952500000000001,-5.38250000000001,-7.5,-0.25,0.196806410449291,0,170,8,7.16131202932812,6.42857142857143
"SAM","June",25,18,4,17,6,4,"Samuels School Community Garden",1642,55,39.6434894,-104.8925304,2012,157,75,62,619500,642653,1,112,12.5467625899281,42.6618705035971,16.223623853211,14.0546133946536,38.5045871559633,15.815,135.9875,0.51,0,0,330.368,0.201834862385321,0.798165137614679,0,0,0.433457890198333,0.566542109801667,0,0,0,52.1245421245421,47.8681330040866,33.6818181818182,102,75.0491233870329,52.1604938271605,195,-9.38000000000001,2.25,-0.952500000000001,-5.38250000000001,-7.5,-0.25,0.196806410449291,0,74,10,8.04000550759867,6.42222222222222
"SHO","August",4,5,1,14,14,1,"Shoshone Community Garden",415,12,39.76300286,-105.0094429,1984,108,44,52,159716,944721,265,1580,8.43478260869565,60.9927536231884,9.58016147635525,9.06931262582686,59.6689734717416,0,145.15,0,2,0,51.768,0.809688581314879,0.190311418685121,0,0,0.762438884095485,0.237561115904515,0,0,0,165.093953488372,109.062615736022,68.6397515527952,68,54.1329993549251,38.8675078864353,111,-0.374400000000009,-10.5833333333333,-0.373000000000005,-4.09933333333333,0,-0.233333333333333,-0.0954585978141978,-1,39,2,1.50699306577254,1.32432432432432
"SHO","July",4,0,2,33,5,7,"Shoshone Community Garden",415,12,39.76300286,-105.0094429,1984,108,44,52,159716,944721,265,1580,8.43478260869565,60.9927536231884,9.58016147635525,9.06931262582686,59.6689734717416,0,145.15,0,2,0,51.768,0.809688581314879,0.190311418685121,0,0,0.762438884095485,0.237561115904515,0,0,0,165.093953488372,109.062615736022,68.6397515527952,68,54.1329993549251,38.8675078864353,111,-0.374400000000009,-10.5833333333333,-0.373000000000005,-4.09933333333333,0,-0.233333333333333,-0.0954585978141978,-1,51,5,3.35554711868006,2.84334203655352
"SHO","June",0,1,0,2,0,4,"Shoshone Community Garden",415,12,39.76300286,-105.0094429,1984,108,44,52,159716,944721,265,1580,8.43478260869565,60.9927536231884,9.58016147635525,9.06931262582686,59.6689734717416,0,145.15,0,2,0,51.768,0.809688581314879,0.190311418685121,0,0,0.762438884095485,0.237561115904515,0,0,0,165.093953488372,109.062615736022,68.6397515527952,68,54.1329993549251,38.8675078864353,111,-0.374400000000009,-10.5833333333333,-0.373000000000005,-4.09933333333333,0,-0.233333333333333,-0.0954585978141978,-1,7,2,2,2
"SLA","August",4,12,11,11,7,3,"Slater Elementary School Community Garden",635,26,39.75227273,-105.0928071,2019,110,37,50.9,343016,685651,20,125,11.2173913043478,42.6739130434783,13.6359447004608,11.7005178365938,35.3306451612903,0,0,0,0,0,157.872,0.0668202764976959,0.933179723502304,0,0,0.0661680092059839,0.850690448791715,0.0299194476409666,0.00805523590333717,0.0451668584579977,114.214375,66.1729404918529,30.2845528455284,58,45.555876446417,35.2975778546713,101,37.0354583333333,5.45833333333334,11.6529166666667,7.17958333333333,36.0416666666667,0,-0.273984847902734,2,48,5,4.01357029062398,3.45714285714286
"SLA","July",3,69,8,31,11,12,"Slater Elementary School Community Garden",635,26,39.75227273,-105.0928071,2019,110,37,50.9,343016,685651,20,125,11.2173913043478,42.6739130434783,13.6359447004608,11.7005178365938,35.3306451612903,0,0,0,0,0,157.872,0.0668202764976959,0.933179723502304,0,0,0.0661680092059839,0.850690448791715,0.0299194476409666,0.00805523590333717,0.0451668584579977,114.214375,66.1729404918529,30.2845528455284,58,45.555876446417,35.2975778546713,101,37.0354583333333,5.45833333333334,11.6529166666667,7.17958333333333,36.0416666666667,0,-0.273984847902734,2,134,11,6.68667339040213,4.44973544973545
"SLA","June",8,14,1,8,12,17,"Slater Elementary School Community Garden",635,26,39.75227273,-105.0928071,2019,110,37,50.9,343016,685651,20,125,11.2173913043478,42.6739130434783,13.6359447004608,11.7005178365938,35.3306451612903,0,0,0,0,0,157.872,0.0668202764976959,0.933179723502304,0,0,0.0661680092059839,0.850690448791715,0.0299194476409666,0.00805523590333717,0.0451668584579977,114.214375,66.1729404918529,30.2845528455284,58,45.555876446417,35.2975778546713,101,37.0354583333333,5.45833333333334,11.6529166666667,7.17958333333333,36.0416666666667,0,-0.273984847902734,2,60,5,4.75682846001088,4.57142857142857
"STE","August",6,6,27,16,12,1,"Steck School Community Garden",465,17,39.72417131,-104.9382635,1995,272,18,39.7,1360327,1355191,67,208,23.2391304347826,33.9710144927536,20.8471264367816,16.373920552677,40.2942528735632,0.54,194.425,0.385,0,0,135.039,0.224137931034483,0.775862068965517,0,0,0.394070236039148,0.605929763960852,0,0,0,107.55,73.2990145836866,37.6578947368422,38,32.6379678535732,28.1489361702128,63,0.574999999999989,-15,-0.605000000000004,5.2275,-12.5,-0.5,-0.103021292770877,-3,68,2,1.93781924087838,1.88235294117647
"STE","July",2,60,13,44,21,5,"Steck School Community Garden",465,17,39.72417131,-104.9382635,1995,272,18,39.7,1360327,1355191,67,208,23.2391304347826,33.9710144927536,20.8471264367816,16.373920552677,40.2942528735632,0.54,194.425,0.385,0,0,135.039,0.224137931034483,0.775862068965517,0,0,0.394070236039148,0.605929763960852,0,0,0,107.55,73.2990145836866,37.6578947368422,38,32.6379678535732,28.1489361702128,63,0.574999999999989,-15,-0.605000000000004,5.2275,-12.5,-0.5,-0.103021292770877,-3,145,6,3.19493298708479,2.60916442048517
"STE","June",6,10,18,4,8,7,"Steck School Community Garden",465,17,39.72417131,-104.9382635,1995,272,18,39.7,1360327,1355191,67,208,23.2391304347826,33.9710144927536,20.8471264367816,16.373920552677,40.2942528735632,0.54,194.425,0.385,0,0,135.039,0.224137931034483,0.775862068965517,0,0,0.394070236039148,0.605929763960852,0,0,0,107.55,73.2990145836866,37.6578947368422,38,32.6379678535732,28.1489361702128,63,0.574999999999989,-15,-0.605000000000004,5.2275,-12.5,-0.5,-0.103021292770877,-3,53,3,3,3
"WES","August",7,17,16,21,12,13,"West Colfax Community Urban Garden",1108,38,39.73521415,-105.0458772,2012,82,101,83.6,140311,693234,162,643,11.4306569343066,41.7153284671533,12.3734104046243,11.7207829591249,45.4867052023121,9.5975,0,1.1475,0,104.04,212.637,0.363005780346821,0.636994219653179,0,0,0.501151410477835,0.498848589522165,0,0,0,147.458333333333,75.8348508511925,33.7225130890052,66,41.2899966861059,26.45,184,-50.485,-25.5833333333333,-7.08666666666666,-5.4425,-45,-0.25,-0.0398971017255415,2,86,9,6.15916013945857,4.64210526315789
"WES","July",28,72,7,22,34,8,"West Colfax Community Urban Garden",1108,38,39.73521415,-105.0458772,2012,82,101,83.6,140311,693234,162,643,11.4306569343066,41.7153284671533,12.3734104046243,11.7207829591249,45.4867052023121,9.5975,0,1.1475,0,104.04,212.637,0.363005780346821,0.636994219653179,0,0,0.501151410477835,0.498848589522165,0,0,0,147.458333333333,75.8348508511925,33.7225130890052,66,41.2899966861059,26.45,184,-50.485,-25.5833333333333,-7.08666666666666,-5.4425,-45,-0.25,-0.0398971017255415,2,171,8,5.99098662746857,4.6421052631579
"WES","June",2,39,1,6,3,21,"West Colfax Community Urban Garden",1108,38,39.73521415,-105.0458772,2012,82,101,83.6,140311,693234,162,643,11.4306569343066,41.7153284671533,12.3734104046243,11.7207829591249,45.4867052023121,9.5975,0,1.1475,0,104.04,212.637,0.363005780346821,0.636994219653179,0,0,0.501151410477835,0.498848589522165,0,0,0,147.458333333333,75.8348508511925,33.7225130890052,66,41.2899966861059,26.45,184,-50.485,-25.5833333333333,-7.08666666666666,-5.4425,-45,-0.25,-0.0398971017255415,2,72,5,4.7622031559046,4.5
