Site,spec_code,site_code,trap_type,spec_no,spec_notes,class,order,fam,genus,specie,fun_group,month,start_date,end_date,lat,long,elevation_m,county
Cook Park Community Garden,COO-P-23,COO,pitfall_2,23,ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.6858968,-104.9202609,1630,Denver
Cook Park Community Garden,COO-P-24,COO,pitfall_2,24,ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.6858968,-104.9202609,1630,Denver
Cook Park Community Garden,COO-P-25,COO,pitfall_2,25,millipede,Diplopoda,,,,,Detritivore,June,17-06-2025,20-06-2025,39.6858968,-104.9202609,1630,Denver
Cook Park Community Garden,COO-P-26,COO,pitfall_2,26,millipede,Diplopoda,,,,,Detritivore,June,17-06-2025,20-06-2025,39.6858968,-104.9202609,1630,Denver
Cook Park Community Garden,COO-P-27,COO,pitfall_2,27,millipede,Diplopoda,,,,,Detritivore,June,17-06-2025,20-06-2025,39.6858968,-104.9202609,1630,Denver
Cook Park Community Garden,COO-P-28,COO,pitfall_2,28,millipede,Diplopoda,,,,,Detritivore,June,17-06-2025,20-06-2025,39.6858968,-104.9202609,1630,Denver
Edison School Community Garden,EDI-V-1,EDI,vane,1,beetle,Insecta,Coleoptera,,,,,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-2,EDI,vane,2,thrips,Insecta,Thysanoptera,,,,Herbivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-3,EDI,vane,3,UNK hemi,Insecta,Hemiptera,,,,,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-4,EDI,vane,4,thrips,Insecta,Thysanoptera,,,,Herbivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-5,EDI,vane,5,thrips,Insecta,Thysanoptera,,,,Herbivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-6,EDI,vane,6,thrips,Insecta,Thysanoptera,,,,Herbivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-7,EDI,vane,7,paperwasp,Insecta,Hymenoptera,Vespidae,Polistes,dominula,Predator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-8,EDI,vane,8,bee,Insecta,Hymenoptera,,,,Pollinator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-9,EDI,vane,9,bumblebee,Insecta,Hymenoptera,Apidae,Bombus,fervidus,Pollinator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-10,EDI,vane,10,bee,Insecta,Hymenoptera,Apidae,Melissodes,bimaculatus,Pollinator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-11,EDI,vane,11,longhorn bee,Insecta,Hymenoptera,Apidae,Melissodes,,Pollinator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-12,EDI,vane,12,bee,Insecta,Hymenoptera,Halictidae,Halictus,rubicundus,Pollinator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-13,EDI,vane,13,longhorn bee,Insecta,Hymenoptera,Apidae,,,Pollinator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-14,EDI,vane,14,longhorn bee,Insecta,Hymenoptera,Apidae,,,Pollinator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-15,EDI,vane,15,bee,Insecta,Hymenoptera,,,,Pollinator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-16,EDI,vane,16,longhorn bee,Insecta,Hymenoptera,Apidae,,,Pollinator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-17,EDI,vane,17,bee,Insecta,Hymenoptera,,,,Pollinator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-18,EDI,vane,18,bee,Insecta,Hymenoptera,,,,Pollinator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-19,EDI,vane,19,bee,Insecta,Hymenoptera,,,,Pollinator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-20,EDI,vane,20,longhorn bee,Insecta,Hymenoptera,Apidae,,,Pollinator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-21,EDI,vane,21,bee,Insecta,Hymenoptera,Halictidae,Halictus,rubicundus,Pollinator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-22,EDI,vane,22,longhorn bee,Insecta,Hymenoptera,Apidae,,,Pollinator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-23,EDI,vane,23,green lacewing,Insecta,Neuroptera,Chrysopidae,,,Predator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-24,EDI,vane,24,weevil,Insecta,Coleoptera,Curculionidae,,,Herbivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-25,EDI,vane,25,weevil,Insecta,Coleoptera,Curculionidae,,,Herbivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-26,EDI,vane,26,weevil,Insecta,Coleoptera,Curculionidae,,,Herbivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-27,EDI,vane,27,weevil,Insecta,Coleoptera,Curculionidae,,,Herbivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-28,EDI,vane,28,tiny beetle,Insecta,Coleoptera,Scarabaeidae,Pleurophorus,,Detritivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-29,EDI,vane,29,swallowtail,Insecta,Lepidoptera,Papilionidae,Papilio,,Pollinator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-V-30,EDI,vane,30,metallic green sweatbee,Insecta,Hymenoptera,Halictidae,,,Pollinator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-1,EDI,pitfall_2,1,Ant,Insecta,Hymenoptera,Formicidae,Tetramorium,immigrans,Omnivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-2,EDI,pitfall_2,2,Ant,Insecta,Hymenoptera,Formicidae,Tetramorium,immigrans,Omnivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-3,EDI,pitfall_2,3,Ant,Insecta,Hymenoptera,Formicidae,Tetramorium,immigrans,Omnivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-4,EDI,pitfall_2,4,Ant,Insecta,Hymenoptera,Formicidae,Tetramorium,immigrans,Omnivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-5,EDI,pitfall_2,5,Ant,Insecta,Hymenoptera,Formicidae,Tetramorium,immigrans,Omnivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-6,EDI,pitfall_2,6,Ant,Insecta,Hymenoptera,Formicidae,Tetramorium,immigrans,Omnivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-7,EDI,pitfall_2,7,woodlouse spider,Arachnida,Araneae,,,,Predator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-8,EDI,pitfall_2,8,tiny beetle,Insecta,Coleoptera,,,,,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-9,EDI,pitfall_2,9,tiny milipede,Diplopoda,,,,,Detritivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-1,EDI,pitfall_1,1,spider,Arachnida,Araneae,,,,Predator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-2,EDI,pitfall_1,2,spider,Arachnida,Araneae,,,,Predator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-3,EDI,pitfall_1,3,spider,Arachnida,Araneae,,,,Predator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-4,EDI,pitfall_1,4,winged ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-5,EDI,pitfall_1,5,ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-6,EDI,pitfall_1,6,earwig,Insecta,Dermaptera,,,,Omnivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-7,EDI,pitfall_1,7,aphid,Insecta,Hemiptera,Aphididae,,,Herbivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-8,EDI,pitfall_1,8,bug,Insecta,Hemiptera,,,,,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-1,EDI,pitfall_1,1,earwig ( was listed as pitfall 3?),Insecta,Dermaptera,,,,Omnivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-2,EDI,pitfall_1,2,earwig ( was listed as pitfall 3?),Insecta,Dermaptera,,,,Omnivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-3,EDI,pitfall_1,3,earwig ( was listed as pitfall 3?),Insecta,Dermaptera,,,,Omnivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-4,EDI,pitfall_1,4,earwig ( was listed as pitfall 3?),Insecta,Dermaptera,,,,Omnivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-5,EDI,pitfall_1,5,earwig ( was listed as pitfall 3?),Insecta,Dermaptera,,,,Omnivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-6,EDI,pitfall_1,6,ladybug ( was listed as pitfall 3?),Insecta,Coleoptera,Coccinellidae,,,Predator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-7,EDI,pitfall_1,7,big ant ( was listed as pitfall 3?),Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-8,EDI,pitfall_1,8,big ant ( was listed as pitfall 3?),Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-9,EDI,pitfall_1,9,weevil ( was listed as pitfall 3?),Insecta,Coleoptera,Curculionidae,,,Herbivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-10,EDI,pitfall_1,10,weevil ( was listed as pitfall 3?),Insecta,Coleoptera,Curculionidae,,,Herbivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-11,EDI,pitfall_1,11,weevil ( was listed as pitfall 3?),Insecta,Coleoptera,Curculionidae,,,Herbivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-12,EDI,pitfall_1,12,small ant ( was listed as pitfall 3?),Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-13,EDI,pitfall_1,13,spider ( was listed as pitfall 3?),Arachnida,Araneae,,,,Predator,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-14,EDI,pitfall_1,14,fly ( was listed as pitfall 3?),Insecta,Diptera,,,,,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Edison School Community Garden,EDI-P-15,EDI,pitfall_1,15,fly ( was listed as pitfall 3?),Insecta,Diptera,,,,,June,17-06-2025,20-06-2025,39.76548756,-105.0395583,1659,Denver
Eiber School Community Garden,EIB-V-1,EIB,vane,1,Springtails,Entognatha,Collembola,,,,Detritivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-2,EIB,vane,2,Springtails,Entognatha,Collembola,,,,Detritivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-3,EIB,vane,3,Springtails,Entognatha,Collembola,,,,Detritivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-4,EIB,vane,4,Springtails,Entognatha,Collembola,,,,Detritivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-5,EIB,vane,5,Springtails,Entognatha,Collembola,,,,Detritivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-6,EIB,vane,6,Green mite,Arachnida,,,,,Predator,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-7,EIB,vane,7,Rove Beetle,Insecta,Coleoptera,Staphylinidae,,,Predator,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-8,EIB,vane,8,Beetle,Insecta,Coleoptera,,,,,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-9,EIB,vane,9,Beetle,Insecta,Coleoptera,,,,,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-10,EIB,vane,10,Beetle,Insecta,Coleoptera,,,,,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-11,EIB,vane,11,bumblebee,Insecta,Hymenoptera,Apidae,Bombus,fervidus,Pollinator,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-12,EIB,vane,12,sweatbee,Insecta,Hymenoptera,Halictidae,Agapostemon,,Pollinator,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-13,EIB,vane,13,sweatbee,Insecta,Hymenoptera,Halictidae,Halictus,rubicundus,Pollinator,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-14,EIB,vane,14,sweatbee,Insecta,Hymenoptera,Halictidae,,,Pollinator,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-15,EIB,vane,15,sweatbee,Insecta,Hymenoptera,Halictidae,Halictus,,Pollinator,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-16,EIB,vane,16,click beetle,Insecta,Coleoptera,Elateridae,,,Herbivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-17,EIB,vane,17,click beetle,Insecta,Coleoptera,Elateridae,,,Herbivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-18,EIB,vane,18,green lacewing,Insecta,Neuroptera,Chrysopidae,,,Predator,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-19,EIB,vane,19,beetle,Insecta,Coleoptera,,,,,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-20,EIB,vane,20,hemiptera,Insecta,Hemiptera,Miridae,Ceratocapsus,,Herbivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-21,EIB,vane,21,hoverfly,Insecta,Diptera,Syrphidae,Toxomerus,,Pollinator,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-22,EIB,vane,22,dermestid,Insecta,Coleoptera,Dermestidae,,,Detritivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-23,EIB,vane,23,small fly,Insecta,Diptera,,,,,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-24,EIB,vane,24,small beetle,Insecta,Coleoptera,,,,,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-25,EIB,vane,25,small beetle,Insecta,Coleoptera,,,,,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-V-26,EIB,vane,26,dermestid,Insecta,Coleoptera,Dermestidae,,,Detritivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-1,EIB,pitfall_1,1,spider,Arachnida,Araneae,,,,Predator,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-2,EIB,pitfall_1,2,spider,Arachnida,Araneae,,,,Predator,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-3,EIB,pitfall_1,3,pillbug,Malacostraca,Isopoda,Armadillidae,,,Detritivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-4,EIB,pitfall_1,4,pillbug,Malacostraca,Isopoda,Armadillidae,,,Detritivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-5,EIB,pitfall_1,5,earwig,Insecta,Dermaptera,,,,Predator,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-6,EIB,pitfall_1,6,ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-7,EIB,pitfall_1,7,ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-8,EIB,pitfall_1,8,rove beetle,Insecta,Coleoptera,Staphylinidae,,,Predator,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-9,EIB,pitfall_2,9,woodlouse spider,Arachnida,Araneae,,,,Predator,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-10,EIB,pitfall_2,10,woodlouse spider,Arachnida,Araneae,,,,Predator,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-11,EIB,pitfall_2,11,Ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-12,EIB,pitfall_2,12,Ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-13,EIB,pitfall_2,13,Ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-14,EIB,pitfall_2,14,Ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-15,EIB,pitfall_2,15,Ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-16,EIB,pitfall_2,16,Ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-17,EIB,pitfall_2,17,Ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-18,EIB,pitfall_2,18,Ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-19,EIB,pitfall_2,19,Ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-20,EIB,pitfall_2,20,Ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-21,EIB,pitfall_2,21,Ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-22,EIB,pitfall_2,22,Ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-23,EIB,pitfall_2,23,Spider,Arachnida,Araneae,,,,Predator,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-24,EIB,pitfall_2,24,UNK Hemipteran,Insecta,Hemiptera,,,,,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-25,EIB,pitfall_2,25,UNK Hemipteran,Insecta,Hemiptera,,,,,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-26,EIB,pitfall_2,26,Spider,Arachnida,Araneae,,,,Predator,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-27,EIB,pitfall_2,27,Spider,Arachnida,Araneae,,,,Predator,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-28,EIB,pitfall_2,28,UNK Hemipteran,Insecta,Hemiptera,,,,,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-29,EIB,pitfall_2,29,ant,Insecta,Hymenoptera,Formicidae,,,Omnivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-30,EIB,pitfall_2,30,Aphid,Insecta,Hemiptera,Aphididae,,,Herbivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Eiber School Community Garden,EIB-P-45,EIB,pitfall_1,45,leaf hopper,Insecta,Hemiptera,Cicadellidae,,,Herbivore,June,17-06-2025,20-06-2025,39.7370155,-105.1062374,1691,Jefferson
Gables School and Community Garden,GABL-V-1,GABL,vane,1,Aphids,Insecta,Hemiptera,Aphididae,,,Herbivore,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-2,GABL,vane,2,Aphids,Insecta,Hemiptera,Aphididae,,,Herbivore,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-3,GABL,vane,3,Aphids,Insecta,Hemiptera,Aphididae,,,Herbivore,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-4,GABL,vane,4,Aphids,Insecta,Hemiptera,Aphididae,,,Herbivore,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-5,GABL,vane,5,Aphids,Insecta,Hemiptera,Aphididae,,,Herbivore,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-6,GABL,vane,6,Fly,Insecta,Diptera,,,,,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-7,GABL,vane,7,Fly,Insecta,Diptera,,,,,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-8,GABL,vane,8,Fly,Insecta,Diptera,,,,,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-9,GABL,vane,9,Fly,Insecta,Diptera,,,,,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-10,GABL,vane,10,Rove Beetle,Insecta,Coleoptera,Staphylinidae,,,Predator,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-11,GABL,vane,11,Thrips,Insecta,Thysanoptera,,,,Herbivore,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-12,GABL,vane,12,Thrips,Insecta,Thysanoptera,,,,Herbivore,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-13,GABL,vane,13,Thrips,Insecta,Thysanoptera,,,,Herbivore,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-14,GABL,vane,14,Thrips,Insecta,Thysanoptera,,,,Herbivore,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-15,GABL,vane,15,Thrips,Insecta,Thysanoptera,,,,Herbivore,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-16,GABL,vane,16,Thrips,Insecta,Thysanoptera,,,,Herbivore,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-17,GABL,vane,17,Thrips,Insecta,Thysanoptera,,,,Herbivore,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-18,GABL,vane,18,Thrips,Insecta,Thysanoptera,,,,Herbivore,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
Gables School and Community Garden,GABL-V-19,GABL,vane,19,Bee,Insecta,Hymenoptera,,,,Pollinator,June,17-06-2025,20-06-2025,39.67926421,-105.0937713,1700,Jefferson
